0,17,44308,4548,44,1220,1143,234.79139677594662,1
1,17,44308,4548,44,1220,1063,328.619841153878,1
2,17,44308,4548,44,1220,1155,223.57101779971393,1
3,17,44308,4548,44,1220,1135,251.38814610080564,1
4,17,44308,4548,44,1220,1092,300.32648900821255,2
5,17,44308,4548,44,1220,1087,307.8749746244407,2
6,17,44308,4548,44,1220,1086,312.94568218781995,2
7,17,44308,4548,44,1220,1125,263.83896603799826,2
8,17,58304,4548,40,1220,1063,360.03888678863564,3
9,17,58304,4548,40,1220,978,385.8302735659813,3
10,6,60992,4000,40,138,75,11.135528725660043,3
11,17,58304,4548,40,1220,1002,368.35716363334103,3
12,6,80,52096,1181,65212,2697,4258.621960212012,3
13,6,60992,4000,40,200,76,15.198684153570664,3
14,17,58304,4548,40,1220,1046,339.3184345124797,3
15,17,58304,4548,40,1220,1036,352.7619594003866,3
16,17,58304,4548,40,1220,1054,334.8984920837954,3
17,17,58304,4548,40,1220,1038,351.91618320276206,3
18,6,80,52090,1500,65212,2646,3967.63203939075,3
19,6,80,52090,1500,65212,2604,4378.054819209097,3
20,6,52090,80,52,64,53,3.605551275463989,3
21,6,80,52090,1500,65212,2385,2739.6768057564746,3
22,6,80,52090,1500,65212,2633,4055.169540228867,3
23,6,80,52090,1500,56524,2351,1755.2811740573075,3
24,6,80,52090,1500,65212,2622,3641.73282929981,3
25,6,80,52090,1500,65212,2757,4522.635846494829,3
26,6,80,52096,1500,63764,2520,3159.12867734127,3
27,6,80,52096,1500,65212,2691,3499.537112247847,3
28,6,80,52096,1500,65212,2949,4956.961165875722,3
29,6,80,52096,1500,65212,2820,4807.743233576435,3
30,6,80,52096,1500,65212,3106,5757.54782872014,3
31,6,80,52096,1500,65212,2841,4491.275876630159,3
32,6,80,52096,1500,65212,2820,3742.0865837123542,3
33,17,58304,4548,40,1220,1094,329.32354911241924,1
34,17,58304,4548,40,1220,1168,204.20577856662138,1
35,17,58304,4548,40,1220,1148,242.93620561785352,1
36,17,58304,4548,40,1220,1061,357.201623736511,1
37,17,58304,4548,40,1220,1149,237.97268750846177,1
38,17,58304,4548,40,1220,1151,229.42972780352594,1
39,17,58304,4548,40,1220,1116,290.2481696755382,1
40,17,58304,4548,40,1220,1063,345.74123271602997,1
41,17,58304,4548,40,1220,1134,259.37617469613514,1
42,17,58304,4548,40,1220,1125,266.75269445686956,1
43,17,58304,4548,40,1220,1060,362.060768380116,1
44,17,58304,4548,40,1220,1157,222.03603311174518,1
45,17,58304,4548,40,1220,1142,257.9592991151899,1
46,17,58304,4548,40,1220,1143,250.05999280172747,1
47,17,58304,4548,40,1220,1149,233.51873586502646,1
48,17,58304,4548,40,1220,1155,221.15831433613343,1
49,17,58304,4548,40,1220,1148,234.2946862393597,1
50,17,58304,4548,40,1220,1078,327.04281065328433,1
51,17,58304,4548,40,1220,1107,288.63991407980984,1
52,17,58304,4548,40,1220,1151,228.8361859496876,1
53,17,58304,4548,40,1220,1139,248.33042503889854,1
54,17,58304,4548,40,1220,1063,341.28873406545375,1
55,17,58304,4548,40,1220,1035,359.93193801050774,2
56,17,58304,4548,40,1220,1106,288.1596779565108,2
57,17,58304,4548,40,1220,1103,292.6311671712362,2
58,17,58304,4548,40,1220,1087,318.13833469105856,2
59,17,58304,4548,40,1220,1103,293.9591808397894,2
60,17,58304,4548,40,1220,1106,285.60987377890143,2
61,17,58304,4548,40,1220,1066,332.8873683395031,2
62,17,58304,4548,40,1220,1062,336.67788760178473,2
63,17,58304,4548,40,1220,1056,329.51176003293114,2
64,17,58304,4548,40,1220,1040,352.6811591225139,2
65,17,58304,4548,40,1220,1079,323.1284574283113,2
66,17,58304,4548,40,1220,1087,308.2580088172893,2
67,17,58304,4548,40,1220,1047,351.17516996507595,2
68,17,58304,4548,40,1220,1082,308.773379681604,2
69,17,58304,4548,40,1220,1066,327.7148150450327,2
70,17,58304,4548,40,1220,1025,367.76487053550943,2
71,17,58304,4548,40,1220,1086,313.2778319638975,2
72,17,58304,4548,40,1220,1069,331.18876792548383,2
73,17,58304,4548,40,1220,1065,336.7491648096547,2
74,17,58304,4548,40,1220,1094,305.2130403505067,2
75,17,58304,4548,40,1220,1074,325.330601081423,2
76,17,58304,4548,40,1220,1074,321.89439261969136,2
77,17,16446,63842,88,1223,867,319.6810910892291,4
78,17,58304,4548,40,1220,722,480.52159160645425,4
79,17,16446,63842,94,1222,872,323.1036985241735,4
80,17,16446,63842,86,1208,868,323.4501507187777,4
81,17,16446,63842,100,1214,866,326.7552600953809,4
82,17,16446,63842,96,1225,861,326.170200968758,4
83,17,16446,63842,81,1228,870,332.6905469050781,4
84,17,16446,63842,85,1207,878,328.5391909650963,4
85,17,16446,63842,81,1208,867,325.3598008359361,4
86,17,16446,63842,87,1208,870,319.42291714903615,4
87,17,16446,63842,89,1216,876,325.02307610383605,4
88,17,16446,63842,95,1208,873,313.55063386955544,4
89,17,58304,4548,40,1220,883,449.5442136208629,4
90,17,16446,63842,93,1208,871,311.4466246405634,4
91,17,16446,63842,90,1225,869,318.29703108888714,4
92,17,16446,63842,82,1207,878,324.1110920656681,4
93,17,16446,63842,86,1208,889,331.2929217475073,4
94,17,16446,63842,79,1222,829,321.87575242630504,4
95,17,16446,63842,90,1219,842,316.4285069332408,4
96,17,16446,63842,91,1224,855,321.30048241482615,4
97,17,16446,63842,84,1208,873,319.8718493397004,4
98,17,16446,63842,91,1208,883,323.0479840519052,4
99,17,16446,63842,92,1206,876,317.6916744266365,4
100,17,16446,63842,85,1221,864,321.7048336596763,4
101,17,16446,63842,84,1211,876,328.33976305041097,4
